"ID"	"Par1"	"Par2"	"gener"	"sex"
"655"	"1740"	"328"	"315"	2	0
"656"	"1742"	"328"	"315"	2	0
"657"	"1743"	"326"	"322"	2	1
"658"	"1745"	"326"	"322"	2	1
"659"	"1746"	"328"	"468"	2	0
"660"	"1748"	"328"	"468"	2	0
"661"	"1750"	"328"	"468"	2	0
"662"	"1751"	"326"	"303"	2	1
"663"	"1752"	"326"	"494"	2	0
"664"	"1753"	"326"	"303"	2	1
"665"	"1754"	"326"	"494"	2	0
"666"	"1755"	"326"	"471"	2	1
"667"	"1758"	"328"	"493"	2	0
"668"	"1759"	"326"	"471"	2	1
"669"	"1760"	"328"	"493"	2	0
"670"	"1761"	"326"	"471"	2	1
"671"	"1762"	"328"	"493"	2	0
"672"	"1763"	"326"	"471"	2	1
"673"	"1764"	"328"	"316"	2	0
"674"	"1765"	"326"	"471"	2	1
"675"	"1766"	"328"	"316"	2	0
"676"	"1767"	"328"	"315"	2	1
"677"	"1769"	"328"	"315"	2	1
"678"	"1771"	"328"	"315"	2	1
"679"	"1773"	"328"	"315"	2	1
"680"	"1774"	"328"	"316"	2	0
"681"	"1775"	"328"	"315"	2	1
"682"	"1776"	"326"	"476"	2	0
"683"	"1777"	"328"	"315"	2	1
"684"	"1778"	"326"	"476"	2	0
"685"	"1779"	"328"	"315"	2	1
"686"	"1782"	"331"	"465"	2	0
"687"	"1783"	"328"	"468"	2	1
"688"	"1784"	"331"	"465"	2	0
"689"	"1785"	"328"	"468"	2	1
"690"	"1786"	"330"	"313"	2	0
"691"	"1787"	"328"	"468"	2	1
"692"	"1788"	"330"	"313"	2	0
"693"	"1789"	"328"	"468"	2	1
"694"	"1790"	"328"	"495"	2	0
"695"	"1791"	"328"	"468"	2	1
"696"	"1793"	"328"	"468"	2	0
"697"	"1795"	"326"	"494"	2	1
"698"	"1797"	"326"	"494"	2	1
"699"	"1798"	"335"	"324"	2	0
"700"	"1799"	"326"	"494"	2	1
"701"	"1800"	"335"	"324"	2	0
"702"	"1801"	"326"	"494"	2	1
"703"	"1802"	"328"	"459"	2	0
"704"	"1803"	"326"	"494"	2	1
"705"	"1804"	"328"	"459"	2	0
"706"	"1805"	"328"	"493"	2	1
"707"	"1806"	"328"	"459"	2	0
"708"	"1807"	"328"	"493"	2	1
"709"	"1808"	"328"	"459"	2	0
"710"	"1810"	"328"	"459"	2	0
"711"	"1811"	"328"	"493"	2	1
"712"	"1814"	"328"	"459"	2	0
"713"	"1815"	"328"	"493"	2	1
"714"	"1818"	"328"	"459"	2	0
"715"	"1819"	"328"	"493"	2	1
"716"	"1820"	"328"	"459"	2	0
"717"	"1821"	"328"	"316"	2	1
"718"	"1823"	"328"	"316"	2	1
"719"	"1824"	"328"	"491"	2	0
"720"	"1825"	"328"	"316"	2	1
"721"	"1826"	"328"	"463"	2	0
"722"	"1827"	"328"	"316"	2	1
"723"	"1828"	"328"	"463"	2	0
"724"	"1829"	"328"	"316"	2	1
"725"	"1831"	"326"	"476"	2	1
"726"	"1832"	"328"	"463"	2	0
"727"	"1833"	"326"	"476"	2	1
"728"	"1836"	"335"	"473"	2	0
"729"	"1837"	"331"	"465"	2	1
"730"	"1838"	"335"	"473"	2	0
"731"	"1839"	"331"	"465"	2	1
"732"	"1843"	"331"	"465"	2	1
"733"	"1844"	"335"	"473"	2	0
"734"	"1845"	"331"	"465"	2	1
"735"	"1847"	"331"	"465"	2	1
"736"	"1848"	"335"	"321"	2	0
"737"	"1849"	"331"	"465"	2	1
"738"	"1850"	"335"	"321"	2	0
"739"	"1851"	"331"	"465"	2	1
"740"	"1853"	"330"	"313"	2	1
"741"	"1854"	"335"	"321"	2	0
"742"	"1855"	"330"	"313"	2	1
"743"	"1856"	"335"	"321"	2	0
"744"	"1857"	"328"	"495"	2	1
"745"	"1858"	"335"	"479"	2	0
"746"	"1861"	"328"	"495"	2	1
"747"	"1862"	"335"	"456"	2	0
"748"	"1863"	"328"	"495"	2	1
"749"	"1864"	"328"	"490"	2	0
"750"	"1865"	"328"	"495"	2	1
"751"	"1866"	"328"	"490"	2	0
"752"	"1868"	"328"	"160"	2	0
"753"	"1870"	"328"	"490"	2	0
"754"	"1871"	"328"	"495"	2	1
"755"	"1872"	"328"	"490"	2	0
"756"	"1874"	"328"	"490"	2	0
"757"	"1875"	"328"	"495"	2	1
"758"	"1876"	"328"	"160"	2	0
"759"	"1878"	"328"	"160"	2	0
"760"	"1879"	"335"	"324"	2	1
"761"	"1880"	"328"	"160"	2	0
"762"	"1881"	"335"	"324"	2	1
"763"	"1883"	"335"	"324"	2	1
"764"	"1884"	"335"	"314"	2	0
"765"	"1886"	"335"	"314"	2	0
"766"	"1888"	"335"	"319"	2	0
"767"	"1889"	"328"	"459"	2	1
"768"	"1890"	"328"	"497"	2	0
"769"	"1891"	"328"	"459"	2	1
"770"	"1893"	"328"	"459"	2	1
"771"	"1897"	"328"	"491"	2	1
"772"	"1898"	"328"	"497"	2	0
"773"	"1899"	"328"	"463"	2	0
"774"	"1902"	"335"	"460"	2	0
"775"	"1903"	"335"	"473"	2	1
"776"	"1904"	"335"	"460"	2	0
"777"	"1907"	"335"	"473"	2	1
"778"	"1908"	"335"	"460"	2	0
"779"	"1910"	"335"	"460"	2	0
"780"	"1912"	"335"	"460"	2	0
"781"	"1914"	"311"	"472"	2	0
"782"	"1915"	"335"	"321"	2	1
"783"	"1916"	"311"	"472"	2	0
"784"	"1917"	"335"	"321"	2	1
"785"	"1918"	"311"	"472"	2	0
"786"	"1919"	"335"	"321"	2	1
"787"	"1920"	"335"	"318"	2	0
"788"	"1923"	"335"	"321"	2	1
"789"	"1927"	"335"	"479"	2	1
"790"	"1928"	"330"	"320"	2	0
"791"	"1929"	"335"	"479"	2	1
"792"	"1930"	"330"	"320"	2	0
"793"	"1931"	"335"	"479"	2	1
"794"	"1933"	"335"	"479"	2	1
"795"	"1934"	"330"	"320"	2	0
"796"	"1935"	"335"	"479"	2	1
"797"	"1936"	"330"	"320"	2	0
"798"	"1937"	"335"	"479"	2	1
"799"	"1941"	"335"	"456"	2	1
"800"	"1942"	"330"	"320"	2	0
"801"	"1945"	"335"	"456"	2	0
"802"	"1946"	"311"	"464"	2	0
"803"	"1949"	"335"	"456"	2	1
"804"	"1952"	"330"	"470"	2	0
"805"	"1953"	"335"	"456"	2	1
"806"	"1957"	"328"	"490"	2	1
"807"	"1958"	"311"	"482"	2	0
"808"	"1959"	"328"	"490"	2	1
"809"	"1960"	"311"	"482"	2	0
"810"	"1961"	"328"	"160"	2	1
"811"	"1963"	"335"	"314"	2	1
"812"	"1964"	"311"	"482"	2	0
"813"	"1965"	"335"	"314"	2	1
"814"	"1968"	"311"	"482"	2	0
"815"	"1971"	"335"	"314"	2	1
"816"	"1972"	"311"	"482"	2	0
"817"	"1973"	"335"	"319"	2	1
"818"	"1974"	"311"	"489"	2	0
"819"	"1976"	"311"	"489"	2	0
"820"	"1977"	"328"	"497"	2	1
"821"	"1978"	"311"	"489"	2	0
"822"	"1979"	"328"	"497"	2	1
"823"	"1980"	"311"	"489"	2	0
"824"	"1981"	"328"	"497"	2	1
"825"	"1982"	"311"	"489"	2	0
"826"	"1984"	"331"	"478"	2	0
"827"	"1988"	"331"	"325"	2	0
"828"	"1989"	"335"	"460"	2	1
"829"	"1990"	"331"	"325"	2	0
"830"	"1991"	"335"	"460"	2	1
"831"	"1992"	"331"	"325"	2	0
"832"	"1993"	"335"	"460"	2	1
"833"	"1995"	"335"	"460"	2	1
"834"	"1996"	"331"	"325"	2	0
"835"	"1999"	"311"	"472"	2	1
"836"	"2000"	"330"	"301"	2	0
"837"	"2001"	"311"	"472"	2	1
"838"	"2003"	"311"	"472"	2	1
"839"	"2004"	"330"	"301"	2	0
"840"	"2005"	"311"	"472"	2	1
"841"	"2007"	"311"	"472"	2	1
"842"	"2009"	"311"	"472"	2	1
"843"	"2010"	"330"	"301"	2	0
"844"	"2011"	"311"	"472"	2	1
"845"	"2013"	"335"	"318"	2	1
"846"	"2014"	"331"	"484"	2	0
"847"	"2015"	"335"	"318"	2	1
"848"	"2016"	"330"	"471"	2	0
"849"	"2017"	"335"	"318"	2	1
"850"	"2018"	"330"	"471"	2	0
"851"	"2019"	"335"	"318"	2	1
"852"	"2020"	"330"	"471"	2	0
"853"	"2022"	"328"	"312"	2	0
"854"	"2023"	"330"	"320"	2	1
"855"	"2024"	"328"	"312"	2	0
"856"	"2025"	"330"	"320"	2	1
"857"	"2026"	"330"	"315"	2	0
"858"	"2027"	"330"	"320"	2	1
"859"	"2029"	"330"	"320"	2	1
"860"	"2030"	"330"	"315"	2	0
"861"	"2031"	"330"	"320"	2	1
"862"	"2032"	"330"	"316"	2	0
"863"	"2033"	"330"	"320"	2	1
"864"	"2036"	"330"	"494"	2	0
"865"	"2037"	"311"	"464"	2	1
"866"	"2038"	"330"	"494"	2	0
"867"	"2039"	"311"	"464"	2	1
"868"	"2040"	"330"	"494"	2	0
"869"	"2041"	"311"	"464"	2	1
"870"	"2044"	"330"	"494"	2	0
"871"	"2046"	"328"	"468"	2	0
"872"	"2048"	"328"	"468"	2	0
"873"	"2050"	"328"	"468"	2	0
"874"	"2053"	"330"	"470"	2	1
"875"	"2055"	"330"	"470"	2	1
"876"	"2056"	"330"	"476"	2	0
"877"	"2057"	"330"	"470"	2	1
"878"	"2058"	"330"	"476"	2	0
"879"	"2060"	"330"	"476"	2	0
"880"	"2061"	"330"	"470"	2	1
"881"	"2064"	"328"	"493"	2	0
"882"	"2065"	"311"	"482"	2	1
"883"	"2066"	"328"	"493"	2	0
"884"	"2067"	"311"	"482"	2	1
"885"	"2069"	"311"	"482"	2	1
"886"	"2071"	"311"	"489"	2	1
"887"	"2072"	"328"	"493"	2	0
"888"	"2073"	"311"	"489"	2	1
"889"	"2074"	"328"	"493"	2	0
"890"	"2076"	"328"	"493"	2	0
"891"	"2077"	"331"	"478"	2	1
"892"	"2078"	"330"	"313"	2	0
"893"	"2079"	"331"	"478"	2	1
"894"	"2080"	"330"	"313"	2	0
"895"	"2081"	"331"	"478"	2	1
"896"	"2083"	"331"	"478"	2	1
"897"	"2085"	"331"	"478"	2	1
"898"	"2086"	"330"	"485"	2	0
"899"	"2087"	"331"	"478"	2	1
"900"	"2088"	"330"	"485"	2	0
"901"	"2090"	"326"	"470"	2	0
"902"	"2091"	"331"	"478"	2	1
"903"	"2092"	"326"	"470"	2	0
"904"	"2094"	"326"	"470"	2	0
"905"	"2095"	"331"	"325"	2	1
"906"	"2099"	"330"	"301"	2	1
"907"	"2100"	"326"	"470"	2	0
"908"	"2101"	"330"	"301"	2	1
"909"	"2102"	"328"	"318"	2	0
"910"	"2103"	"330"	"301"	2	1
"911"	"2104"	"328"	"318"	2	0
"912"	"2105"	"330"	"301"	2	1
"913"	"2106"	"328"	"318"	2	0
"914"	"2107"	"330"	"301"	2	1
"915"	"2108"	"326"	"489"	2	0
"916"	"2109"	"330"	"301"	2	1
"917"	"2110"	"326"	"489"	2	0
"918"	"2112"	"326"	"489"	2	0
"919"	"2113"	"331"	"484"	2	1
"920"	"2114"	"328"	"460"	2	0
"921"	"2115"	"331"	"484"	2	1
"922"	"2116"	"328"	"460"	2	0
"923"	"2117"	"331"	"484"	2	1
"924"	"2118"	"328"	"460"	2	0
"925"	"2119"	"330"	"471"	2	1
"926"	"2120"	"328"	"460"	2	0
"927"	"2121"	"330"	"471"	2	1
"928"	"2122"	"328"	"460"	2	0
"929"	"2123"	"330"	"471"	2	1
"930"	"2124"	"328"	"472"	2	0
"931"	"2125"	"330"	"471"	2	1
"932"	"2126"	"328"	"312"	2	0
"933"	"2127"	"330"	"471"	2	1
"934"	"2128"	"328"	"472"	2	0
"935"	"2130"	"328"	"472"	2	0
"936"	"2131"	"328"	"312"	2	1
"937"	"2132"	"328"	"472"	2	0
"938"	"2133"	"328"	"312"	2	1
"939"	"2135"	"328"	"312"	2	1
"940"	"2136"	"328"	"491"	2	0
"941"	"2137"	"328"	"312"	2	1
"942"	"2139"	"328"	"312"	2	1
"943"	"2140"	"328"	"319"	2	0
"944"	"2141"	"330"	"315"	2	1
"945"	"2142"	"328"	"319"	2	0
"946"	"2143"	"330"	"315"	2	1
"947"	"2145"	"330"	"315"	2	1
"948"	"2147"	"330"	"315"	2	1
"949"	"2148"	"326"	"303"	2	0
"950"	"2149"	"330"	"315"	2	1
"951"	"2150"	"326"	"303"	2	0
"952"	"2151"	"330"	"315"	2	1
"953"	"2152"	"328"	"478"	2	0
"954"	"2153"	"330"	"315"	2	1
"955"	"2154"	"328"	"478"	2	0
"956"	"2155"	"330"	"316"	2	1
"957"	"2156"	"328"	"478"	2	1
"958"	"2157"	"330"	"316"	2	1
"959"	"2159"	"330"	"316"	2	1
"960"	"2160"	"326"	"325"	2	0
"961"	"2161"	"330"	"316"	2	1
"962"	"2162"	"326"	"325"	2	0
"963"	"2163"	"330"	"316"	2	1
"964"	"2164"	"326"	"325"	2	0
"965"	"2165"	"330"	"316"	2	1
"966"	"2166"	"326"	"325"	2	0
"967"	"2167"	"330"	"316"	2	1
"968"	"2168"	"326"	"325"	2	0
"969"	"2171"	"330"	"494"	2	1
"970"	"2172"	"326"	"456"	2	0
"971"	"2179"	"328"	"468"	2	1
"972"	"2181"	"328"	"468"	2	1
"973"	"2182"	"326"	"456"	2	0
"974"	"2183"	"328"	"468"	2	1
"975"	"2184"	"326"	"456"	2	0
"976"	"2185"	"330"	"476"	2	1
"977"	"2186"	"311"	"160"	2	0
"978"	"2187"	"330"	"476"	2	1
"979"	"2191"	"328"	"493"	2	1
"980"	"2192"	"311"	"160"	2	0
"981"	"2193"	"328"	"493"	2	1
"982"	"2194"	"311"	"160"	2	0
"983"	"2195"	"328"	"493"	2	1
"984"	"2197"	"328"	"493"	2	1
"985"	"2199"	"330"	"313"	2	1
"986"	"2201"	"330"	"313"	2	1
"987"	"2203"	"330"	"313"	2	1
"988"	"2207"	"330"	"313"	2	1
"989"	"2209"	"330"	"485"	2	1
"990"	"2211"	"330"	"485"	2	1
"991"	"2213"	"330"	"485"	2	1
"992"	"2217"	"330"	"485"	2	1
"993"	"2219"	"330"	"485"	2	1
"994"	"2221"	"326"	"470"	2	1
"995"	"2223"	"326"	"470"	2	1
"996"	"2225"	"326"	"470"	2	1
"997"	"2227"	"326"	"470"	2	1
"998"	"2229"	"326"	"470"	2	1
"999"	"2231"	"326"	"470"	2	1
"1000"	"2239"	"328"	"318"	2	1
"1001"	"2241"	"328"	"318"	2	1
"1002"	"2243"	"326"	"489"	2	1
"1003"	"2245"	"326"	"489"	2	1
"1004"	"2247"	"326"	"489"	2	1
"1005"	"2249"	"328"	"460"	2	1
"1006"	"2253"	"328"	"460"	2	1
"1007"	"2255"	"328"	"460"	2	1
"1008"	"2259"	"328"	"460"	2	1
"1009"	"2261"	"328"	"460"	2	1
"1010"	"2263"	"328"	"460"	2	1
"1011"	"2269"	"328"	"472"	2	1
"1012"	"2273"	"328"	"472"	2	1
"1013"	"2277"	"328"	"491"	2	1
"1014"	"2279"	"328"	"491"	2	1
"1015"	"2281"	"328"	"491"	2	1
"1016"	"2285"	"328"	"319"	2	1
"1017"	"2287"	"326"	"303"	2	1
"1018"	"2289"	"326"	"303"	2	1
"1019"	"2297"	"328"	"478"	2	1
"1020"	"2301"	"328"	"478"	2	1
"1021"	"2303"	"328"	"478"	2	1
"1022"	"2305"	"328"	"478"	2	1
"1023"	"2311"	"326"	"325"	2	1
"1024"	"2315"	"326"	"325"	2	1
"1025"	"2317"	"326"	"325"	2	1
"1026"	"2323"	"326"	"456"	2	1
"1027"	"2325"	"326"	"456"	2	1
"1028"	"2327"	"311"	"160"	2	1
"1029"	"2329"	"311"	"160"	2	1
"1030"	"2333"	"311"	"160"	2	1
